id,name,code,account_type,chart_template_id/id,reconcile
lb_68510,ھدايا,68510,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_68511,ھبات للمؤسسات والأفراد,68511,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_68512,إعانات للمؤسسات والأفراد,68512,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_68513,غرامات ضريبية وجزائية,68513,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_68514,غرامات على صفقات,68514,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_68515,ذمم مدينة أصبحت ھالكة,68515,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_68516,عمليات إدارة أخرى,68516,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_68517,ھبات وإعانات للوزارات والمؤسسات العامة,68517,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_68518,ھبات وإعانات للمؤسسات ذات المنفعة العامة,68518,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_68550,أعباء على عملات رأسمالية,68550,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_68551,أعباء ناتجة عن موجب تطبيق مؤشر أسعار,68551,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_68552,جوائز تسديد,68552,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_68553,أعباء ناتجة عن إسترداد المؤسسة لأسھم وسندات صادرة عنھا,68553,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_686,خسائر أحداث استثنائية,686,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_689,مخصصات الإستھلاكات والمؤونات خارج الإستثمار,689,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_68910,إستھلاك استثنائي على أصول ثابتة,68910,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_68920,مؤونات ھبوط أسعار إستثنائي (غير جائز تنزيله ضريبياً),68920,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_68921,مؤونات ھبوط أسعار إستثنائي ( جائز تنزله ضريبياً),68921,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_68930,تعديلات على احتياطي استھلاك,68930,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_68950,مؤونات لمواجھة مخاطر وأعباء خارج الإستثمار,68950,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_69,الضرائب على الأرباح,69,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_693,الضريبة على المبيعات غير قابلة للإسترداد,693,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_69311,الضريبة على المبيعات غير قابلة للإسترداد,69311,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_694,ضريبة على ربح التحسين,694,expenses,l10n_lb.lb_chart_template_standard,FALSE
lb_70,مبعيات البضاعة,70,income,l10n_lb.lb_chart_template_standard,FALSE
lb_701,فواتير,701,income,l10n_lb.lb_chart_template_standard,FALSE
lb_70121,فواتير مبيعات,7012100001,income,l10n_lb.lb_chart_template_standard,FALSE
lb_70171,حفلات,70171,income,l10n_lb.lb_chart_template_standard,FALSE
lb_70181,مطعم,70181,income,l10n_lb.lb_chart_template_standard,FALSE
lb_70191,مقھى,70191,income,l10n_lb.lb_chart_template_standard,FALSE
lb_709,حسومات ممنوحة,709,income,l10n_lb.lb_chart_template_standard,FALSE
lb_71,المنتجات المباعة,71,income,l10n_lb.lb_chart_template_standard,FALSE
lb_711,مبيعات,711,income,l10n_lb.lb_chart_template_standard,FALSE
lb_71111,مبيعات للمنتجات التامة الصنع,71111,income,l10n_lb.lb_chart_template_standard,FALSE
lb_71121,مبيعات للمنتجات الوسيطة,71121,income,l10n_lb.lb_chart_template_standard,FALSE
lb_71131,مبيعات لفضلات الإنتاج,71131,income,l10n_lb.lb_chart_template_standard,FALSE
lb_712,أشغال,712,income,l10n_lb.lb_chart_template_standard,FALSE
lb_71210,صيانة,71210,income,l10n_lb.lb_chart_template_standard,FALSE
lb_713,خدمات,713,income,l10n_lb.lb_chart_template_standard,FALSE
lb_71319,خدمات,71319,income,l10n_lb.lb_chart_template_standard,FALSE
lb_71319001,إراد إقامة,71319001,income,l10n_lb.lb_chart_template_standard,FALSE
lb_71319002,إراد مطعم,71319002,income,l10n_lb.lb_chart_template_standard,FALSE
lb_71319003,إراد مقھى,71319003,income,l10n_lb.lb_chart_template_standard,FALSE
lb_71319004,حفلات ومناسبات,71319004,income,l10n_lb.lb_chart_template_standard,FALSE
lb_71319009,مختلف,71319009,income,l10n_lb.lb_chart_template_standard,FALSE
lb_71320,دراسات,71320,income,l10n_lb.lb_chart_template_standard,FALSE
lb_71391,إقامة,71391,income,l10n_lb.lb_chart_template_standard,FALSE
lb_71396,مناسبات,71396,income,l10n_lb.lb_chart_template_standard,FALSE
lb_71398,مختلف,71398,income,l10n_lb.lb_chart_template_standard,FALSE
lb_71399,مختلف,71399,income,l10n_lb.lb_chart_template_standard,FALSE
lb_717,إيرادات النشاطات الفرعية,717,income,l10n_lb.lb_chart_template_standard,FALSE
lb_718,إيرادات تأجيرية,718,income,l10n_lb.lb_chart_template_standard,FALSE
lb_719,حسومات ممنوحة,719,income,l10n_lb.lb_chart_template_standard,FALSE
lb_71911,حسومات على مبيعات,71911,income,l10n_lb.lb_chart_template_standard,FALSE
lb_71921,على بيع الأشغال,71921,income,l10n_lb.lb_chart_template_standard,FALSE
lb_71931,على بيع الخدمات,71931,income,l10n_lb.lb_chart_template_standard,FALSE
lb_71970,على بيع نشاطات فرعية,71970,income,l10n_lb.lb_chart_template_standard,FALSE
lb_72,انتاج المخزون ( قيمة التغيير),72,income,l10n_lb.lb_chart_template_standard,FALSE
lb_721,قيد الصنع ( أموال),721,income,l10n_lb.lb_chart_template_standard,FALSE
lb_72110,منتجات قيد الصنع,72110,income,l10n_lb.lb_chart_template_standard,FALSE
lb_72120,أشغال قيد التنفيذ,72120,income,l10n_lb.lb_chart_template_standard,FALSE
lb_722,قيد الصنع ( خدمات),722,income,l10n_lb.lb_chart_template_standard,FALSE
lb_72250,دراسات قيد الإعداد,72250,income,l10n_lb.lb_chart_template_standard,FALSE
lb_72260,خدمات قيد التنفيذ,72260,income,l10n_lb.lb_chart_template_standard,FALSE
lb_725,منتجات,725,income,l10n_lb.lb_chart_template_standard,FALSE
lb_72510,منتجات وسيطة,72510,income,l10n_lb.lb_chart_template_standard,FALSE
lb_72550,منتجات تامة الصنع,72550,income,l10n_lb.lb_chart_template_standard,FALSE
lb_72580,فضلات الإنتاج,72580,income,l10n_lb.lb_chart_template_standard,FALSE
lb_73,منتجات لھا طابع الأصول الثابتة,73,income,l10n_lb.lb_chart_template_standard,FALSE
lb_731,أصول ثابتة غير مادية,731,income,l10n_lb.lb_chart_template_standard,FALSE
lb_732,أصول ثابتة مادية,732,income,l10n_lb.lb_chart_template_standard,FALSE
lb_74,إعانات للإستثمار,74,income,l10n_lb.lb_chart_template_standard,FALSE
lb_741,للبضائع,741,income,l10n_lb.lb_chart_template_standard,FALSE
lb_742,للإنتاج,742,income,l10n_lb.lb_chart_template_standard,FALSE
lb_75,إستردادات من المؤونات - للإستثمار,75,income,l10n_lb.lb_chart_template_standard,FALSE
lb_752,إستردادات من مؤونات ھبوط أسعار الأصول الثابتة,752,income,l10n_lb.lb_chart_template_standard,FALSE
lb_753,إستردادات من مؤونات ھبوط أسعار الأصول المتداولة,753,income,l10n_lb.lb_chart_template_standard,FALSE
lb_76,إيرادات أخرى ناتجة عن استثمار,76,income,l10n_lb.lb_chart_template_standard,FALSE
lb_761,إيرادات عادية أخرى,761,income,l10n_lb.lb_chart_template_standard,FALSE
lb_76110,"أتاوى الإمتيازات،البراءات،الإجازات،العلامات والقيم المماثلة",76110,income,l10n_lb.lb_chart_template_standard,FALSE
lb_76120,إيرادات الأبنية غير المخصصة للنشاط المھني,76120,income,l10n_lb.lb_chart_template_standard,FALSE
lb_76130,"بدلات حضور وتعويضات أعضاء مجلس الإدارة، للمديرين",76130,income,l10n_lb.lb_chart_template_standard,FALSE
lb_76190,أعباء إستثمار محولة الى حسابات أخرى,76190,income,l10n_lb.lb_chart_template_standard,FALSE
lb_76191,فروقات جرد ناتجة عن الجرد الفعلي,76191,income,l10n_lb.lb_chart_template_standard,FALSE
lb_765,حصص أرباح العملات المشتركة,765,income,l10n_lb.lb_chart_template_standard,FALSE
lb_76510,حصص الأعباء الصافية التي جرى تحويلھا ( محاسبة المؤسسة التي),76510,income,l10n_lb.lb_chart_template_standard,FALSE
lb_76550,حصص الإيرادات الصافية المقررة (محاسبة المؤسسة التي لم تتولى),76550,income,l10n_lb.lb_chart_template_standard,FALSE
lb_76551,إيرادات مقررة من عمليات مشتركة داخل لبنان,76551,income,l10n_lb.lb_chart_template_standard,FALSE
lb_76552,إيرادات مقررة من عمليات مشتركة خارج لبنان,76552,income,l10n_lb.lb_chart_template_standard,FALSE
lb_77,ايرادات المالية,77,income,l10n_lb.lb_chart_template_standard,FALSE
lb_771,إيرادات سندات المشاركة,771,income,l10n_lb.lb_chart_template_standard,FALSE
lb_77110,عائدات سندات المشاركة,77110,income,l10n_lb.lb_chart_template_standard,FALSE
lb_77160,عائدات المشاركات اخرى,77160,income,l10n_lb.lb_chart_template_standard,FALSE
lb_77170,عائدات الذمم المدينة المرتبطة بمشاركات,77170,income,l10n_lb.lb_chart_template_standard,FALSE
lb_772,إيرادات القيم المنقولة الأخرى,772,income,l10n_lb.lb_chart_template_standard,FALSE
lb_77210,عائدات سندات التوظيف,77210,income,l10n_lb.lb_chart_template_standard,FALSE
lb_77230,عائدات السندات المجمدة,77230,income,l10n_lb.lb_chart_template_standard,FALSE
lb_77250,عائدات الذمم المدينة المجمدة,77250,income,l10n_lb.lb_chart_template_standard,FALSE
lb_77260,عائدات الذمم المدينة التجارية,77260,income,l10n_lb.lb_chart_template_standard,FALSE
lb_77270,عائدات الذمم المدينة المختلفة,77270,income,l10n_lb.lb_chart_template_standard,FALSE
lb_77290,عائدات شركات التأمين (كتعويضات),77290,income,l10n_lb.lb_chart_template_standard,FALSE
lb_773,فوائد وايرادات مشابھة,773,income,l10n_lb.lb_chart_template_standard,FALSE
lb_77310,عائدات القروض الممنوحة,77310,income,l10n_lb.lb_chart_template_standard,FALSE
lb_77320,عائدات القروض الممنوحة على حسابات جارية أو مجمدة,77320,income,l10n_lb.lb_chart_template_standard,FALSE
lb_77330,الخصم الممنوح للمؤسسة,77330,income,l10n_lb.lb_chart_template_standard,FALSE
lb_77344,تدوير كسر الألف,77344,income,l10n_lb.lb_chart_template_standard,FALSE
lb_775,فروقات صرف إجابية,775,income,l10n_lb.lb_chart_template_standard,FALSE
lb_77510,على عمليات جارية,7751000001,income,l10n_lb.lb_chart_template_standard,FALSE
lb_77550,على عمليات رأسمالية,77550,income,l10n_lb.lb_chart_template_standard,FALSE
lb_778,إيرادات مالية أخرى,778,income,l10n_lb.lb_chart_template_standard,FALSE
lb_77810,إيرادات صافية على بيع سندات توظيف,77810,income,l10n_lb.lb_chart_template_standard,FALSE
lb_77890,أعباء مالية محولة الى حسابات أخرى,77890,income,l10n_lb.lb_chart_template_standard,FALSE
lb_779,إستردادات من المؤونات المالية,779,income,l10n_lb.lb_chart_template_standard,FALSE
lb_77930,إستردادات من مؤونات ھبوط اسعار,77930,income,l10n_lb.lb_chart_template_standard,FALSE
lb_77950,إستردادات من مؤونات المخاطر,77950,income,l10n_lb.lb_chart_template_standard,FALSE
lb_77951,إستردادات من مؤونات اعباء,77951,income,l10n_lb.lb_chart_template_standard,FALSE
lb_78,إيرادات خارج استثمار,78,income,l10n_lb.lb_chart_template_standard,FALSE
lb_781,إيرادات التفرغ عن أصول ثابتة,781,income,l10n_lb.lb_chart_template_standard,FALSE
lb_78110,أصول ثابتة غير مادية,78110,income,l10n_lb.lb_chart_template_standard,FALSE
lb_78120,أصول ثابتة مادية,78120,income,l10n_lb.lb_chart_template_standard,FALSE
lb_78150,أصول ثابتة مالية,78150,income,l10n_lb.lb_chart_template_standard,FALSE
lb_782,إعانات للتوظيفات محولة الى نتيجة الدورة,782,income,l10n_lb.lb_chart_template_standard,FALSE
lb_786,إيرادات أحداث استثنائية,786,income,l10n_lb.lb_chart_template_standard,FALSE
lb_788,إرادات أخرى خارج استثمار,788,income,l10n_lb.lb_chart_template_standard,FALSE
lb_78810,إرادات إستثنائية على عمليات عادية,78810,income,l10n_lb.lb_chart_template_standard,FALSE
lb_78881,ربح تحسين على أصول ثابتة مخصص طفاء الخسائر,78881,income,l10n_lb.lb_chart_template_standard,FALSE
lb_78882,ربح تحسين على أصول ثابتة غير مخصص لإطفاء الخسائر,78882,income,l10n_lb.lb_chart_template_standard,FALSE
lb_78890,أعباء إستثنائية محولة الى حسابات أخرى,78890,income,l10n_lb.lb_chart_template_standard,FALSE
lb_789,إستردادات من مؤونات خارج الإستثمار,789,income,l10n_lb.lb_chart_template_standard,FALSE
lb_78910,إستردادات من مؤونات ھبوط الأسعار,78910,income,l10n_lb.lb_chart_template_standard,FALSE
lb_78950,إستردادات من مؤونات المخاطر,78950,income,l10n_lb.lb_chart_template_standard,FALSE
lb_78951,إستردادات من مؤونات الأعباء,78951,income,l10n_lb.lb_chart_template_standard,FALSE
